2005-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.08, RSI ~N/A, Net Advances 182, McClellan N/A, Score: 0/39
2009-09-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.86, RSI ~N/A, Net Advances 310, McClellan 111, Score: 0/39
2009-09-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.42, RSI ~N/A, Net Advances 316, McClellan 141, Score: 0/39
2009-09-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.69, RSI ~N/A, Net Advances 326, McClellan 202, Score: 0/39
2009-09-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.65, RSI ~N/A, Net Advances 323, McClellan 132, Score: 0/39
2009-09-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.92, RSI ~N/A, Net Advances 325, McClellan 115, Score: 0/39
2009-09-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.06, RSI ~N/A, Net Advances 320, McClellan 29, Score: 0/39
2009-09-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.08, RSI ~N/A, Net Advances 325, McClellan 66, Score: 0/39
2009-09-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.49, RSI ~N/A, Net Advances 319, McClellan -10, Score: 0/39
2009-09-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.95, RSI ~N/A, Net Advances 310, McClellan -112, Score: 0/39
2009-09-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.61, RSI ~N/A, Net Advances 307, McClellan -132, Score: 0/39
2009-09-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.88, RSI ~N/A, Net Advances 317, McClellan -45, Score: 0/39
2009-09-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.19, RSI ~N/A, Net Advances 317, McClellan -65, Score: 0/39
2009-09-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.61, RSI ~N/A, Net Advances 314, McClellan -100, Score: 0/39
2009-10-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 28.27, RSI ~N/A, Net Advances 303, McClellan -208, Score: 0/39
2009-10-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 28.68, RSI ~N/A, Net Advances 298, McClellan -246, Score: 0/39
2009-10-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.84, RSI ~N/A, Net Advances 307, McClellan -126, Score: 0/39
2009-10-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.70, RSI ~N/A, Net Advances 316, McClellan -34, Score: 0/39
2009-10-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.68, RSI ~N/A, Net Advances 317, McClellan -38, Score: 0/39
2009-10-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.18, RSI ~N/A, Net Advances 324, McClellan 20, Score: 0/39
2009-10-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.12, RSI ~N/A, Net Advances 328, McClellan 31, Score: 0/39
2009-10-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.01, RSI ~N/A, Net Advances 330, McClellan 25, Score: 0/39
2009-10-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.99, RSI ~N/A, Net Advances 327, McClellan -21, Score: 0/39
2009-10-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.86, RSI ~N/A, Net Advances 335, McClellan 42, Score: 0/39
2009-10-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.72, RSI ~N/A, Net Advances 335, McClellan 20, Score: 0/39
2009-10-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.43, RSI ~N/A, Net Advances 330, McClellan -47, Score: 0/39
2009-10-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.49, RSI ~N/A, Net Advances 338, McClellan 18, Score: 0/39
2009-10-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.90, RSI ~N/A, Net Advances 333, McClellan -51, Score: 0/39
2009-10-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.22, RSI ~N/A, Net Advances 327, McClellan -111, Score: 0/39
2009-10-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.69, RSI ~N/A, Net Advances 333, McClellan -58, Score: 0/39
2009-10-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.27, RSI ~N/A, Net Advances 325, McClellan -144, Score: 0/39
2009-10-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.31, RSI ~N/A, Net Advances 317, McClellan -216, Score: 0/39
2009-10-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.83, RSI ~N/A, Net Advances 313, McClellan -243, Score: 0/39
2009-10-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.91, RSI ~N/A, Net Advances 301, McClellan -345, Score: 0/39
2009-10-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.76, RSI ~N/A, Net Advances 311, McClellan -208, Score: 0/39
2009-10-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.69, RSI ~N/A, Net Advances 300, McClellan -303, Score: 0/39
2009-11-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.78, RSI ~N/A, Net Advances 303, McClellan -259, Score: 0/39
2009-11-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 28.81, RSI ~N/A, Net Advances 308, McClellan -193, Score: 0/39
2009-11-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.72, RSI ~N/A, Net Advances 307, McClellan -156, Score: 0/39
2009-11-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.43, RSI ~N/A, Net Advances 317, McClellan -45, Score: 0/39
2009-11-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.19, RSI ~N/A, Net Advances 317, McClellan -39, Score: 0/39
2009-11-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.15, RSI ~N/A, Net Advances 327, McClellan 63, Score: 0/39
2009-11-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.84, RSI ~N/A, Net Advances 323, McClellan 16, Score: 0/39
2009-11-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.04, RSI ~N/A, Net Advances 327, McClellan 44, Score: 0/39
2009-11-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.24, RSI ~N/A, Net Advances 317, McClellan -58, Score: 0/39
2009-11-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.36, RSI ~N/A, Net Advances 324, McClellan 14, Score: 0/39
2009-11-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.89, RSI ~N/A, Net Advances 335, McClellan 101, Score: 0/39
2009-11-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.41, RSI ~N/A, Net Advances 333, McClellan 67, Score: 0/39
2009-11-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.63, RSI ~N/A, Net Advances 331, McClellan 38, Score: 0/39
2009-11-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.63, RSI ~N/A, Net Advances 322, McClellan -70, Score: 0/39
2009-11-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.19, RSI ~N/A, Net Advances 319, McClellan -91, Score: 0/39
2009-11-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.16, RSI ~N/A, Net Advances 328, McClellan 3, Score: 0/39
2009-11-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.47, RSI ~N/A, Net Advances 326, McClellan -19, Score: 0/39
2009-11-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.48, RSI ~N/A, Net Advances 331, McClellan 30, Score: 0/39
2009-11-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.85, RSI ~N/A, Net Advances 320, McClellan -87, Score: 0/39
2009-11-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.51, RSI ~N/A, Net Advances 322, McClellan -54, Score: 0/39
2009-12-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.92, RSI ~N/A, Net Advances 331, McClellan 40, Score: 0/39
2009-12-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.12, RSI ~N/A, Net Advances 336, McClellan 73, Score: 0/39
2009-12-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.46, RSI ~N/A, Net Advances 329, McClellan 14, Score: 0/39
2009-12-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.25, RSI ~N/A, Net Advances 335, McClellan 71, Score: 0/39
2009-12-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.10, RSI ~N/A, Net Advances 335, McClellan 66, Score: 0/39
2009-12-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.69, RSI ~N/A, Net Advances 329, McClellan -10, Score: 0/39
2009-12-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.66, RSI ~N/A, Net Advances 330, McClellan -1, Score: 0/39
2009-12-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.32, RSI ~N/A, Net Advances 332, McClellan 25, Score: 0/39
2009-12-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.59, RSI ~N/A, Net Advances 337, McClellan 55, Score: 0/39
2009-12-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.15, RSI ~N/A, Net Advances 345, McClellan 110, Score: 0/39
2009-12-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.49, RSI ~N/A, Net Advances 341, McClellan 53, Score: 0/39
2009-12-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.54, RSI ~N/A, Net Advances 345, McClellan 81, Score: 0/39
2009-12-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.51, RSI ~N/A, Net Advances 337, McClellan -4, Score: 0/39
2009-12-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.68, RSI ~N/A, Net Advances 340, McClellan 15, Score: 0/39
2009-12-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.49, RSI ~N/A, Net Advances 346, McClellan 69, Score: 0/39
2009-12-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.54, RSI ~N/A, Net Advances 350, McClellan 90, Score: 0/39
2009-12-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.71, RSI ~N/A, Net Advances 356, McClellan 136, Score: 0/39
2009-12-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.47, RSI ~N/A, Net Advances 363, McClellan 177, Score: 0/39
2009-12-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.93, RSI ~N/A, Net Advances 363, McClellan 141, Score: 0/39
2009-12-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.01, RSI ~N/A, Net Advances 362, McClellan 97, Score: 0/39
2009-12-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.96, RSI ~N/A, Net Advances 360, McClellan 54, Score: 0/39
2009-12-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.68, RSI ~N/A, Net Advances 353, McClellan -12, Score: 0/39
2010-01-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.04, RSI ~N/A, Net Advances 362, McClellan 70, Score: 0/39
2010-01-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.35, RSI ~N/A, Net Advances 364, McClellan 80, Score: 0/39
2010-01-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.16, RSI ~N/A, Net Advances 366, McClellan 86, Score: 0/39
2010-01-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.06, RSI ~N/A, Net Advances 369, McClellan 94, Score: 0/39
2010-01-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.13, RSI ~N/A, Net Advances 372, McClellan 100, Score: 0/39
2010-01-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.55, RSI ~N/A, Net Advances 373, McClellan 97, Score: 0/39
2010-01-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.25, RSI ~N/A, Net Advances 366, McClellan 2, Score: 0/39
2010-01-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.85, RSI ~N/A, Net Advances 373, McClellan 49, Score: 0/39
2010-01-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.63, RSI ~N/A, Net Advances 375, McClellan 48, Score: 0/39
2010-01-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.91, RSI ~N/A, Net Advances 367, McClellan -34, Score: 0/39
2010-01-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.58, RSI ~N/A, Net Advances 376, McClellan 38, Score: 0/39
2010-01-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.68, RSI ~N/A, Net Advances 368, McClellan -54, Score: 0/39
2010-01-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.27, RSI ~N/A, Net Advances 359, McClellan -151, Score: 0/39
2010-01-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.31, RSI ~N/A, Net Advances 350, McClellan -242, Score: 0/39
2010-01-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.41, RSI ~N/A, Net Advances 352, McClellan -197, Score: 0/39
2010-01-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.55, RSI ~N/A, Net Advances 347, McClellan -219, Score: 0/39
2010-01-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.14, RSI ~N/A, Net Advances 348, McClellan -201, Score: 0/39
2010-01-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.73, RSI ~N/A, Net Advances 340, McClellan -255, Score: 0/39
2010-01-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.62, RSI ~N/A, Net Advances 334, McClellan -282, Score: 0/39
2010-02-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.59, RSI ~N/A, Net Advances 342, McClellan -157, Score: 0/39
2010-02-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.48, RSI ~N/A, Net Advances 350, McClellan -60, Score: 0/39
2010-02-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.60, RSI ~N/A, Net Advances 346, McClellan -93, Score: 0/39
2010-02-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.08, RSI ~N/A, Net Advances 333, McClellan -211, Score: 0/39
2010-02-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.11, RSI ~N/A, Net Advances 333, McClellan -210, Score: 0/39
2010-02-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.51, RSI ~N/A, Net Advances 327, McClellan -222, Score: 0/39
2010-02-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.00, RSI ~N/A, Net Advances 336, McClellan -108, Score: 0/39
2010-02-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.40, RSI ~N/A, Net Advances 334, McClellan -106, Score: 0/39
2010-02-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.96, RSI ~N/A, Net Advances 343, McClellan -11, Score: 0/39
2010-02-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.73, RSI ~N/A, Net Advances 345, McClellan 2, Score: 0/39
2010-02-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.25, RSI ~N/A, Net Advances 355, McClellan 100, Score: 0/39
2010-02-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.72, RSI ~N/A, Net Advances 359, McClellan 131, Score: 0/39
2010-02-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.63, RSI ~N/A, Net Advances 364, McClellan 169, Score: 0/39
2010-02-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.02, RSI ~N/A, Net Advances 367, McClellan 165, Score: 0/39
2010-02-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.94, RSI ~N/A, Net Advances 366, McClellan 138, Score: 0/39
2010-02-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.37, RSI ~N/A, Net Advances 359, McClellan 56, Score: 0/39
2010-02-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.27, RSI ~N/A, Net Advances 365, McClellan 107, Score: 0/39
2010-02-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.10, RSI ~N/A, Net Advances 366, McClellan 87, Score: 0/39
2010-02-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.50, RSI ~N/A, Net Advances 367, McClellan 94, Score: 0/39
2010-03-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.26, RSI ~N/A, Net Advances 376, McClellan 163, Score: 0/39
2010-03-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.06, RSI ~N/A, Net Advances 382, McClellan 193, Score: 0/39
2010-03-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.83, RSI ~N/A, Net Advances 383, McClellan 171, Score: 0/39
2010-03-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.72, RSI ~N/A, Net Advances 385, McClellan 159, Score: 0/39
2010-03-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.42, RSI ~N/A, Net Advances 396, McClellan 230, Score: 0/39
2010-03-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.79, RSI ~N/A, Net Advances 398, McClellan 210, Score: 0/39
2010-03-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.92, RSI ~N/A, Net Advances 399, McClellan 185, Score: 0/39
2010-03-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.57, RSI ~N/A, Net Advances 404, McClellan 196, Score: 0/39
2010-03-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.06, RSI ~N/A, Net Advances 406, McClellan 164, Score: 0/39
2010-03-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.58, RSI ~N/A, Net Advances 407, McClellan 140, Score: 0/39
2010-03-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.00, RSI ~N/A, Net Advances 405, McClellan 81, Score: 0/39
2010-03-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.69, RSI ~N/A, Net Advances 412, McClellan 122, Score: 0/39
2010-03-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.91, RSI ~N/A, Net Advances 418, McClellan 151, Score: 0/39
2010-03-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.62, RSI ~N/A, Net Advances 416, McClellan 84, Score: 0/39
2010-03-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.97, RSI ~N/A, Net Advances 410, McClellan -10, Score: 0/39
2010-03-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.87, RSI ~N/A, Net Advances 416, McClellan 22, Score: 0/39
2010-03-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.35, RSI ~N/A, Net Advances 422, McClellan 74, Score: 0/39
2010-03-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.55, RSI ~N/A, Net Advances 417, McClellan -7, Score: 0/39
2010-03-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.40, RSI ~N/A, Net Advances 414, McClellan -51, Score: 0/39
2010-03-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.77, RSI ~N/A, Net Advances 415, McClellan -60, Score: 0/39
2010-03-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.59, RSI ~N/A, Net Advances 421, McClellan -15, Score: 0/39
2010-03-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.13, RSI ~N/A, Net Advances 421, McClellan -31, Score: 0/39
2010-03-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.59, RSI ~N/A, Net Advances 418, McClellan -74, Score: 0/39
2010-04-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.47, RSI ~N/A, Net Advances 426, McClellan -5, Score: 0/39
2010-04-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.02, RSI ~N/A, Net Advances 434, McClellan 54, Score: 0/39
2010-04-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.23, RSI ~N/A, Net Advances 437, McClellan 51, Score: 0/39
2010-04-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.62, RSI ~N/A, Net Advances 433, McClellan -19, Score: 0/39
2010-04-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.48, RSI ~N/A, Net Advances 433, McClellan -29, Score: 0/39
2010-04-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.14, RSI ~N/A, Net Advances 439, McClellan 15, Score: 0/39
2010-04-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.58, RSI ~N/A, Net Advances 440, McClellan 15, Score: 0/39
2010-04-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.20, RSI ~N/A, Net Advances 440, McClellan -11, Score: 0/39
2010-04-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.59, RSI ~N/A, Net Advances 449, McClellan 56, Score: 0/39
2010-04-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.89, RSI ~N/A, Net Advances 448, McClellan 26, Score: 0/39
2010-04-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.36, RSI ~N/A, Net Advances 439, McClellan -88, Score: 0/39
2010-04-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.34, RSI ~N/A, Net Advances 437, McClellan -114, Score: 0/39
2010-04-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.73, RSI ~N/A, Net Advances 447, McClellan -19, Score: 0/39
2010-04-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.32, RSI ~N/A, Net Advances 449, McClellan -12, Score: 0/39
2010-04-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.47, RSI ~N/A, Net Advances 455, McClellan 17, Score: 0/39
2010-04-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.62, RSI ~N/A, Net Advances 462, McClellan 63, Score: 0/39
2010-04-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.47, RSI ~N/A, Net Advances 461, McClellan 27, Score: 0/39
2010-04-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.81, RSI ~N/A, Net Advances 450, McClellan -100, Score: 0/39
2010-04-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.08, RSI ~N/A, Net Advances 454, McClellan -77, Score: 0/39
2010-04-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.44, RSI ~N/A, Net Advances 462, McClellan -2, Score: 0/39
2010-04-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.05, RSI ~N/A, Net Advances 454, McClellan -97, Score: 0/39
2010-05-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.19, RSI ~N/A, Net Advances 463, McClellan -15, Score: 0/39
2010-05-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.84, RSI ~N/A, Net Advances 452, McClellan -140, Score: 0/39
2010-05-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.91, RSI ~N/A, Net Advances 443, McClellan -227, Score: 0/39
2010-05-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 32.80, RSI ~N/A, Net Advances 431, McClellan -345, Score: 0/39
2010-05-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 40.95, RSI ~N/A, Net Advances 423, McClellan -376, Score: 0/39
